prompt,label
I am reserving for 27 November at 11:38 with a medium.,November-27--11:38-medium

I am reserving for 08 November at 10:30 with a medium.,November-08--10:30-medium

I am reserving for 30 November at 17:32 with a compact.,November-30--17:32-compact

I am reserving for 04 October at 07:26 with a class 2 truck.,October-04--07:26-class 2 truck

I am reserving for 17 October at 07:52 with a full-size.,October-17--07:52-full-size

I am reserving for 24 November at 15:01 with a full-size.,November-24--15:01-full-size

I am reserving for 16 October at 07:56 with a medium.,October-16--07:56-medium

I am reserving for 14 November at 11:38 with a full-size.,November-14--11:38-full-size

I am reserving for 31 October at 18:30 with a class 1 truck.,October-31--18:30-class 1 truck

I am reserving for 08 November at 17:12 with a medium.,November-08--17:12-medium

I am reserving for 16 November at 09:59 with a medium.,November-16--09:59-medium

I am reserving for 03 October at 09:41 with a class 1 truck.,October-03--09:41-class 1 truck

I am reserving for 13 November at 07:29 with a compact.,November-13--07:29-compact

I am reserving for 27 October at 13:54 with a medium.,October-27--13:54-medium

I am reserving for 30 November at 11:08 with a compact.,November-30--11:08-compact

I am reserving for 29 November at 18:30 with a class 2 truck.,November-29--18:30-class 2 truck

I am reserving for 27 October at 13:08 with a class 1 truck.,October-27--13:08-class 1 truck

I am reserving for 29 November at 11:21 with a class 1 truck.,November-29--11:21-class 1 truck

I am reserving for 26 November at 17:19 with a full-size.,November-26--17:19-full-size

I am reserving for 01 October at 16:11 with a class 1 truck.,October-01--16:11-class 1 truck

I am reserving for 16 October at 10:34 with a compact.,October-16--10:34-compact

I am reserving for 30 November at 10:24 with a class 2 truck.,November-30--10:24-class 2 truck

I am reserving for 02 November at 11:56 with a full-size.,November-02--11:56-full-size

I am reserving for 04 November at 16:34 with a medium.,November-04--16:34-medium

I am reserving for 01 November at 07:41 with a medium.,November-01--07:41-medium

I am reserving for 14 November at 11:28 with a class 2 truck.,November-14--11:28-class 2 truck

I am reserving for 23 November at 07:36 with a full-size.,November-23--07:36-full-size

I am reserving for 13 November at 07:53 with a class 2 truck.,November-13--07:53-class 2 truck

I am reserving for 28 October at 13:12 with a class 2 truck.,October-28--13:12-class 2 truck

I am reserving for 27 October at 13:38 with a medium.,October-27--13:38-medium

I am reserving for 03 November at 07:40 with a medium.,November-03--07:40-medium

I am reserving for 20 November at 17:15 with a class 2 truck.,November-20--17:15-class 2 truck

I am reserving for 26 November at 18:10 with a compact.,November-26--18:10-compact

I am reserving for 03 November at 13:18 with a class 1 truck.,November-03--13:18-class 1 truck

I am reserving for 10 October at 07:54 with a medium.,October-10--07:54-medium

I am reserving for 08 October at 15:29 with a compact.,October-08--15:29-compact

I am reserving for 12 November at 09:25 with a compact.,November-12--09:25-compact

I am reserving for 18 October at 07:08 with a class 1 truck.,October-18--07:08-class 1 truck

I am reserving for 02 October at 07:24 with a class 2 truck.,October-02--07:24-class 2 truck

I am reserving for 25 November at 07:46 with a compact.,November-25--07:46-compact

I am reserving for 28 November at 07:14 with a class 1 truck.,November-28--07:14-class 1 truck

I am reserving for 30 November at 07:16 with a compact.,November-30--07:16-compact

I am reserving for 19 October at 09:07 with a compact.,October-19--09:07-compact

I am reserving for 08 November at 18:12 with a full-size.,November-08--18:12-full-size

I am reserving for 22 October at 18:30 with a compact.,October-22--18:30-compact

I am reserving for 27 November at 07:15 with a compact.,November-27--07:15-compact

I am reserving for 28 November at 07:28 with a full-size.,November-28--07:28-full-size

I am reserving for 22 October at 07:17 with a class 2 truck.,October-22--07:17-class 2 truck

I am reserving for 20 November at 08:32 with a class 1 truck.,November-20--08:32-class 1 truck

I am reserving for 30 November at 07:11 with a full-size.,November-30--07:11-full-size

I am reserving for 01 October at 07:49 with a class 1 truck.,October-01--07:49-class 1 truck

I am reserving for 18 November at 18:30 with a class 2 truck.,November-18--18:30-class 2 truck

I am reserving for 09 October at 07:33 with a class 1 truck.,October-09--07:33-class 1 truck

I am reserving for 08 November at 07:55 with a class 2 truck.,November-08--07:55-class 2 truck

I am reserving for 30 November at 16:32 with a class 2 truck.,November-30--16:32-class 2 truck

I am reserving for 07 November at 18:30 with a medium.,November-07--18:30-medium

I am reserving for 15 November at 07:44 with a compact.,November-15--07:44-compact

I am reserving for 09 November at 07:44 with a class 1 truck.,November-09--07:44-class 1 truck

I am reserving for 12 October at 07:39 with a medium.,October-12--07:39-medium

I am reserving for 21 November at 18:29 with a full-size.,November-21--18:29-full-size

I am reserving for 09 October at 07:49 with a class 1 truck.,October-09--07:49-class 1 truck

I am reserving for 20 November at 12:58 with a full-size.,November-20--12:58-full-size

I am reserving for 02 October at 17:19 with a class 2 truck.,October-02--17:19-class 2 truck

I am reserving for 25 October at 07:37 with a class 2 truck.,October-25--07:37-class 2 truck

I am reserving for 23 November at 18:30 with a class 2 truck.,November-23--18:30-class 2 truck

I am reserving for 25 November at 14:13 with a class 2 truck.,November-25--14:13-class 2 truck

I am reserving for 14 November at 07:38 with a medium.,November-14--07:38-medium

I am reserving for 30 November at 09:52 with a compact.,November-30--09:52-compact

I am reserving for 21 November at 11:29 with a medium.,November-21--11:29-medium

I am reserving for 14 November at 10:38 with a class 1 truck.,November-14--10:38-class 1 truck

I am reserving for 03 November at 07:05 with a class 2 truck.,November-03--07:05-class 2 truck

I am reserving for 19 October at 18:18 with a full-size.,October-19--18:18-full-size

I am reserving for 11 November at 07:43 with a compact.,November-11--07:43-compact

I am reserving for 23 November at 18:29 with a class 1 truck.,November-23--18:29-class 1 truck

I am reserving for 19 November at 18:30 with a class 2 truck.,November-19--18:30-class 2 truck

I am reserving for 04 November at 09:28 with a full-size.,November-04--09:28-full-size

I am reserving for 29 November at 17:32 with a class 1 truck.,November-29--17:32-class 1 truck

I am reserving for 22 October at 17:57 with a class 2 truck.,October-22--17:57-class 2 truck

I am reserving for 24 November at 16:49 with a compact.,November-24--16:49-compact

I am reserving for 20 November at 18:30 with a class 1 truck.,November-20--18:30-class 1 truck

I am reserving for 24 November at 18:28 with a medium.,November-24--18:28-medium

I am reserving for 21 October at 14:56 with a class 1 truck.,October-21--14:56-class 1 truck

I am reserving for 15 November at 18:21 with a class 1 truck.,November-15--18:21-class 1 truck

I am reserving for 28 November at 07:18 with a full-size.,November-28--07:18-full-size

I am reserving for 15 November at 14:03 with a full-size.,November-15--14:03-full-size

I am reserving for 31 October at 11:14 with a class 2 truck.,October-31--11:14-class 2 truck

I am reserving for 25 November at 11:47 with a medium.,November-25--11:47-medium

I am reserving for 12 October at 16:47 with a medium.,October-12--16:47-medium

I am reserving for 19 November at 17:46 with a class 1 truck.,November-19--17:46-class 1 truck

I am reserving for 15 November at 13:18 with a full-size.,November-15--13:18-full-size

I am reserving for 17 October at 07:08 with a compact.,October-17--07:08-compact

I am reserving for 26 November at 07:29 with a class 1 truck.,November-26--07:29-class 1 truck

I am reserving for 04 November at 14:50 with a compact.,November-04--14:50-compact

I am reserving for 01 November at 18:30 with a class 2 truck.,November-01--18:30-class 2 truck

I am reserving for 23 November at 07:04 with a full-size.,November-23--07:04-full-size

I am reserving for 27 November at 15:31 with a class 2 truck.,November-27--15:31-class 2 truck

I am reserving for 18 October at 18:10 with a medium.,October-18--18:10-medium

I am reserving for 12 November at 07:29 with a class 2 truck.,November-12--07:29-class 2 truck

I am reserving for 30 November at 07:02 with a class 2 truck.,November-30--07:02-class 2 truck

I am reserving for 28 November at 10:01 with a full-size.,November-28--10:01-full-size

I am reserving for 29 October at 18:28 with a class 1 truck.,October-29--18:28-class 1 truck

I am reserving for 10 October at 18:15 with a compact.,October-10--18:15-compact

I am reserving for 09 October at 11:03 with a class 1 truck.,October-09--11:03-class 1 truck

I am reserving for 27 November at 18:30 with a class 2 truck.,November-27--18:30-class 2 truck

I am reserving for 01 October at 07:40 with a medium.,October-01--07:40-medium

I am reserving for 28 October at 18:30 with a medium.,October-28--18:30-medium

I am reserving for 18 November at 07:00 with a compact.,November-18--07:00-compact

I am reserving for 21 November at 07:06 with a compact.,November-21--07:06-compact

I am reserving for 26 October at 16:16 with a full-size.,October-26--16:16-full-size

I am reserving for 22 November at 07:22 with a compact.,November-22--07:22-compact

I am reserving for 08 November at 10:36 with a compact.,November-08--10:36-compact

I am reserving for 07 November at 11:04 with a class 2 truck.,November-07--11:04-class 2 truck

I am reserving for 15 November at 18:30 with a class 2 truck.,November-15--18:30-class 2 truck

I am reserving for 28 November at 07:46 with a compact.,November-28--07:46-compact

I am reserving for 28 November at 07:34 with a class 1 truck.,November-28--07:34-class 1 truck

I am reserving for 17 November at 07:21 with a class 1 truck.,November-17--07:21-class 1 truck

I am reserving for 26 October at 17:52 with a compact.,October-26--17:52-compact

I am reserving for 22 October at 07:44 with a medium.,October-22--07:44-medium

I am reserving for 14 November at 15:41 with a class 1 truck.,November-14--15:41-class 1 truck

I am reserving for 23 November at 08:56 with a class 1 truck.,November-23--08:56-class 1 truck

I am reserving for 26 November at 08:06 with a class 2 truck.,November-26--08:06-class 2 truck

I am reserving for 23 November at 18:30 with a class 1 truck.,November-23--18:30-class 1 truck

I am reserving for 29 November at 07:04 with a class 1 truck.,November-29--07:04-class 1 truck

I am reserving for 24 October at 07:57 with a full-size.,October-24--07:57-full-size
